Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR2641635_bin.40	75.49	0.61	Neural Network (Specific Model)	11	0.895	6597	295.6179879462216	2133435	0.44	2157	400	29691	None
ERR2641635_bin.41	80.22	26.92	Neural Network (Specific Model)	11	0.892	23946	317.3027556200145	2938948	0.42	2758	219	73267	None
ERR2641635_bin.42	95.38	0.04	Gradient Boost (General Model)	11	0.879	21233	332.20530120481925	2350208	0.33	2075	151	95783	None
ERR2641635_bin.43	6.83	0.01	Neural Network (Specific Model)	11	0.843	14046	255.91903719912472	414667	0.35	457	60	32671	None
ERR2641635_bin.45	54.99	0.13	Neural Network (Specific Model)	11	0.886	20434	325.2459727385378	1774986	0.48	1614	145	56835	None
ERR2641635_bin.46	68.34	4.62	Neural Network (Specific Model)	11	0.882	34059	322.5406790518898	1710886	0.61	1561	81	71239	None
ERR2641635_bin.49	77.19	18.11	Neural Network (Specific Model)	11	0.882	106094	353.7429859719439	2397638	0.6	1996	34	598462	None
ERR2641635_bin.5	10.29	0.35	Neural Network (Specific Model)	11	0.893	2389	260.26241134751774	369195	0.38	423	156	6297	None
ERR2641635_bin.50	32.85	0.41	Neural Network (Specific Model)	11	0.849	39082	318.2965235173824	1097926	0.36	978	44	133744	None
ERR2641635_bin.51	80.19	2.11	Neural Network (Specific Model)	11	0.895	63432	372.2732026143791	2860714	0.41	2295	79	281625	None
ERR2641635_bin.53	7.74	0.11	Neural Network (Specific Model)	11	0.855	6961	243.52758620689656	246937	0.45	290	45	25140	None
ERR2641635_bin.54	18.96	0.01	Neural Network (Specific Model)	11	0.906	106548	348.4087403598972	448467	0.62	389	11	123907	None
ERR2641635_bin.56	87.87	9.23	Neural Network (Specific Model)	11	0.87	30998	292.46577817935395	4456602	0.41	4427	324	126656	None
ERR2641635_bin.58	93.82	1.97	Gradient Boost (General Model)	11	0.889	34643	325.2379983726607	2692938	0.49	2458	122	184925	None
ERR2641635_bin.6	5.4	0.0	Neural Network (Specific Model)	11	0.917	48204	294.42857142857144	235576	0.48	245	5	100172	None
ERR2641635_bin.60	6.49	0.03	Neural Network (Specific Model)	11	0.89	19505	256.9442060085837	201172	0.53	233	19	64753	None
ERR2641635_bin.61	23.16	11.07	Neural Network (Specific Model)	11	0.847	12775	255.41961414790995	1682686	0.37	1866	223	72107	None
ERR2641635_bin.62	12.98	0.01	Neural Network (Specific Model)	11	0.869	293039	339.6461038961039	360418	0.61	308	2	293039	None
ERR2641635_bin.64	7.98	0.0	Neural Network (Specific Model)	11	0.886	28065	308.08444444444444	234375	0.42	225	14	102285	None
ERR2641635_bin.66	86.88	56.52	Neural Network (Specific Model)	11	0.874	29635	313.56712542196834	4142390	0.59	3851	223	188053	None
ERR2641635_bin.67	66.44	3.59	Neural Network (Specific Model)	11	0.853	85178	342.44575936883626	1830218	0.37	1521	40	127058	None
ERR2641635_bin.69	86.6	1.41	Gradient Boost (General Model)	11	0.884	24548	337.52765388046384	2565353	0.44	2242	167	83813	None
ERR2641635_bin.7	49.52	2.78	Gradient Boost (General Model)	11	0.904	3882	292.2955404383976	1281169	0.47	1323	363	19625	None
ERR2641635_bin.8	30.29	0.05	Neural Network (Specific Model)	11	0.902	22424	312.0800561797753	737551	0.5	712	61	69963	None
ERR2641677_bin.10	5.21	0.0	Neural Network (Specific Model)	11	0.923	13371	379.7853881278539	270279	0.48	219	37	28222	None
ERR2641677_bin.11	76.88	1.68	Neural Network (Specific Model)	11	0.881	6309	297.30152484013774	2056352	0.61	2033	403	33045	None
ERR2641677_bin.12	100.0	1.33	Gradient Boost (General Model)	11	0.881	157570	316.80489047376466	2115851	0.41	1963	23	306547	None
ERR2641677_bin.13	12.09	0.01	Neural Network (Specific Model)	11	0.882	45263	316.2327868852459	327468	0.54	305	14	73426	None
ERR2641677_bin.14	62.95	6.87	Gradient Boost (General Model)	11	0.908	2455	250.6697837521917	1413766	0.63	1711	571	7865	None
ERR2641677_bin.15	95.3	1.1	Neural Network (Specific Model)	11	0.874	69509	341.95489614243326	1975838	0.6	1685	40	187497	None
ERR2641677_bin.17	54.69	3.97	Neural Network (Specific Model)	11	0.882	3479	260.7170731707317	1270911	0.62	1435	400	16458	None
ERR2641677_bin.18	96.68	42.11	Neural Network (Specific Model)	11	0.886	43929	322.82694508009155	3814350	0.42	3496	130	147318	None
ERR2641677_bin.19	84.14	1.93	Neural Network (Specific Model)	11	0.885	14665	302.8843873517786	2073949	0.49	2024	203	107027	None
ERR2641677_bin.2	84.6	6.06	Gradient Boost (General Model)	11	0.919	8081	309.0744125326371	2313657	0.45	2298	374	45806	None
ERR2641677_bin.20	61.32	3.69	Neural Network (Specific Model)	11	0.941	3398	274.89810260014053	1244392	0.38	1423	397	11182	None
ERR2641677_bin.22	52.09	0.1	Neural Network (Specific Model)	11	0.906	3713	278.0	991951	0.55	1079	292	10717	None
ERR2641677_bin.23	80.1	1.11	Neural Network (Specific Model)	11	0.908	6632	343.49287974683546	2864634	0.39	2528	543	28322	None
ERR2641677_bin.24	25.05	3.41	Neural Network (Specific Model)	11	0.856	13082	250.21175908221798	1828308	0.37	2092	235	202109	None
ERR2641677_bin.25	13.85	0.0	Neural Network (Specific Model)	11	0.915	16186	317.2987421383648	330011	0.44	318	28	37858	None
ERR2641677_bin.26	39.82	0.02	Gradient Boost (General Model)	11	0.908	10161	308.12089077412514	958562	0.47	943	128	30464	None
ERR2641677_bin.27	61.96	12.2	Gradient Boost (General Model)	11	0.898	2782	253.05736040609136	1662565	0.6	1970	611	11505	None
ERR2641677_bin.30	97.1	0.41	Neural Network (Specific Model)	11	0.896	73784	332.93556085918857	2797801	0.47	2514	72	182453	None
ERR2641677_bin.32	13.23	0.85	Neural Network (Specific Model)	11	0.827	50593	304.8872727272727	606942	0.39	550	23	83117	None
ERR2641677_bin.36	45.97	0.39	Neural Network (Specific Model)	11	0.874	3957	278.8475304223336	1335561	0.5	1397	366	23463	None
ERR2641677_bin.39	84.92	1.72	Neural Network (Specific Model)	11	0.909	9522	302.647859922179	2050051	0.38	2056	304	29201	None
ERR2641677_bin.4	78.13	0.0	Neural Network (Specific Model)	11	0.894	162736	318.4632587859425	1668767	0.46	1565	15	309190	None
ERR2641677_bin.41	87.79	0.13	Neural Network (Specific Model)	11	0.903	86896	377.56090289608176	2940719	0.59	2348	53	297024	None
ERR2641677_bin.43	95.18	13.18	Neural Network (Specific Model)	11	0.872	27556	315.9221018667896	4709403	0.43	4339	311	93289	None
ERR2641677_bin.45	8.97	0.02	Neural Network (Specific Model)	11	0.866	8992	283.1341463414634	320984	0.34	328	40	41833	None
ERR2641677_bin.47	93.17	67.56	Neural Network (Specific Model)	11	0.888	14289	322.6307546274324	4587641	0.45	4214	469	56569	None
ERR2641677_bin.48	86.92	3.23	Neural Network (Specific Model)	11	0.903	33553	364.13460881448583	3535767	0.46	2927	158	152239	None
ERR2641677_bin.49	86.43	4.47	Neural Network (Specific Model)	11	0.87	40397	317.16358024691357	2124576	0.59	1944	84	137971	None
ERR2641677_bin.5	20.03	0.01	Neural Network (Specific Model)	11	0.912	261839	325.50387596899225	413564	0.41	387	3	261839	None
ERR2641677_bin.50	99.21	0.09	Neural Network (Specific Model)	11	0.883	41160	332.0370040124833	2527433	0.36	2243	100	111658	None
ERR2641677_bin.51	12.24	0.02	Neural Network (Specific Model)	11	0.925	2877	314.6590361445783	844846	0.42	830	303	9088	None
ERR2641677_bin.52	77.62	1.05	Neural Network (Specific Model)	11	0.903	81483	354.88152444076223	2843248	0.46	2414	67	222974	None
ERR2641677_bin.53	16.34	1.34	Neural Network (Specific Model)	11	0.877	19694	259.4877267876201	829033	0.52	937	66	156765	None
ERR2641677_bin.54	85.16	0.02	Neural Network (Specific Model)	11	0.884	38622	326.5591264936135	2684473	0.49	2427	134	181600	None
ERR2641677_bin.55	99.98	13.09	Neural Network (Specific Model)	11	0.907	48459	354.14487870619945	5205505	0.47	4452	195	154289	None
ERR2641677_bin.56	50.86	0.05	Neural Network (Specific Model)	11	0.922	3486	304.6668642560759	1670665	0.61	1687	528	10434	None
ERR2641677_bin.57	4.46	0.01	Neural Network (Specific Model)	11	0.879	40169	251.76156583629893	240439	0.5	281	7	69716	None
ERR2641677_bin.6	11.37	0.11	Neural Network (Specific Model)	11	0.832	51667	240.4434180138568	374798	0.41	433	12	71847	None
ERR2641677_bin.60	100.0	2.63	Neural Network (Specific Model)	11	0.876	171492	357.3564410480349	2238736	0.56	1832	27	370725	None
ERR2641677_bin.64	23.84	0.01	Neural Network (Specific Model)	11	0.815	34834	304.0833333333333	482497	0.47	432	22	120735	None
ERR2641677_bin.65	61.95	0.74	Neural Network (Specific Model)	11	0.911	3805	306.1880559085133	2377753	0.44	2361	674	13184	None
ERR2641677_bin.67	69.86	4.7	Neural Network (Specific Model)	11	0.894	8023	303.65821256038646	1684427	0.42	1656	280	30811	None
ERR2641677_bin.69	92.05	1.85	Neural Network (Specific Model)	11	0.879	41087	343.1204217536071	2107921	0.6	1802	86	178282	None
ERR2641677_bin.71	9.56	0.27	Neural Network (Specific Model)	11	0.862	6736	242.92307692307693	361418	0.52	429	65	29289	None
ERR2641677_bin.73	100.0	0.16	Neural Network (Specific Model)	11	0.887	88595	349.68583877995644	2709916	0.56	2295	47	197313	None
ERR2641677_bin.8	88.07	0.66	Neural Network (Specific Model)	11	0.898	61823	317.8888392857143	2373499	0.41	2240	68	131051	None
ERR2641677_bin.9	73.64	0.61	Gradient Boost (General Model)	11	0.903	7281	315.97896377093883	2689295	0.41	2567	477	31782	None
ERR2641733_bin.1	45.17	0.11	Neural Network (Specific Model)	11	0.866	59347	372.98546895640686	977458	0.57	757	28	153187	None
ERR2641733_bin.12	99.89	0.71	Neural Network (Specific Model)	11	0.874	138162	338.4910277324633	2135058	0.6	1839	29	211177	None
ERR2641733_bin.14	7.33	0.18	Neural Network (Specific Model)	11	0.866	16272	290.4756756756757	371620	0.52	370	38	47153	None
ERR2641733_bin.2	15.64	0.0	Neural Network (Specific Model)	11	0.881	94885	392.9266409266409	346361	0.6	259	6	95924	None
ERR2641733_bin.20	26.49	1.27	Neural Network (Specific Model)	11	0.938	2851	310.40470397404704	1221779	0.46	1233	444	10076	None
ERR2641733_bin.21	73.74	6.09	Gradient Boost (General Model)	11	0.881	5372	272.6620656830081	1947901	0.58	2101	436	30199	None
ERR2641733_bin.23	51.2	6.44	Gradient Boost (General Model)	11	0.92	2926	253.48381185094686	1350730	0.61	1637	479	8097	None
ERR2641733_bin.25	54.87	0.27	Neural Network (Specific Model)	11	0.92	36202	386.4591147786947	1678346	0.61	1333	75	93191	None
ERR2641733_bin.27	30.31	0.0	Neural Network (Specific Model)	11	0.865	71947	379.6058823529412	671195	0.6	510	14	168072	None
ERR2641733_bin.28	89.84	5.22	Gradient Boost (General Model)	11	0.871	29848	301.72956989247314	1929683	0.59	1860	104	110586	None
ERR2641733_bin.29	91.47	1.82	Gradient Boost (General Model)	11	0.877	7393	309.4458792252184	2781636	0.58	2633	483	37016	None
ERR2641733_bin.3	78.05	1.75	Neural Network (Specific Model)	11	0.906	6640	330.42052785923755	1864388	0.56	1705	336	37334	None
ERR2641733_bin.30	6.98	0.0	Neural Network (Specific Model)	11	0.848	28243	243.86821705426357	221861	0.54	258	18	62085	None
ERR2641733_bin.31	7.53	0.0	Neural Network (Specific Model)	11	0.925	130906	386.30898876404495	222673	0.47	178	3	130906	None
ERR2641733_bin.32	91.3	1.82	Gradient Boost (General Model)	11	0.899	32739	314.60821114369503	1786020	0.63	1705	78	86783	None
ERR2641733_bin.33	92.62	0.39	Neural Network (Specific Model)	11	0.902	22877	362.83286516853934	4290239	0.42	3560	306	83729	None
ERR2641733_bin.35	83.14	1.2	Neural Network (Specific Model)	11	0.898	22593	335.6477079796265	2637776	0.48	2356	174	92907	None
ERR2641733_bin.36	13.45	0.01	Neural Network (Specific Model)	11	0.811	63656	301.8020134228188	332175	0.47	298	14	70018	None
ERR2641733_bin.37	30.77	5.69	Neural Network (Specific Model)	11	0.858	7744	246.8625	2341453	0.37	2720	427	34061	None
ERR2641733_bin.38	82.31	7.86	Neural Network (Specific Model)	11	0.87	12022	290.99217671421997	2176402	0.58	2173	267	74844	None
ERR2641733_bin.39	38.31	0.17	Neural Network (Specific Model)	11	0.883	74321	304.70266990291265	851517	0.39	824	20	135002	None
ERR2641733_bin.4	83.11	0.14	Neural Network (Specific Model)	11	0.918	5576	351.6672512056116	2618623	0.44	2281	573	21710	None
ERR2641733_bin.40	97.98	0.75	Gradient Boost (General Model)	11	0.896	93627	337.8882833787466	2902920	0.44	2569	38	230466	None
ERR2641733_bin.41	7.1	0.0	Neural Network (Specific Model)	11	0.896	11461	222.6153846153846	289661	0.54	390	46	44998	None
ERR2641733_bin.42	6.03	0.0	Neural Network (Specific Model)	11	0.884	16752	316.86013986013984	306752	0.38	286	25	100823	None
ERR2641733_bin.44	70.52	0.21	Neural Network (Specific Model)	11	0.9	14115	316.8507718696398	1844383	0.43	1749	182	38936	None
ERR2641733_bin.47	94.0	2.07	Neural Network (Specific Model)	11	0.9	12165	328.68928086838537	3223330	0.42	2948	405	44105	None
ERR2641733_bin.48	98.71	2.17	Neural Network (Specific Model)	11	0.907	8908	299.94468546637745	2739527	0.37	2766	419	72002	None
ERR2641733_bin.5	97.05	2.09	Gradient Boost (General Model)	11	0.886	16591	318.69259962049335	2837881	0.49	2635	249	124603	None
ERR2641733_bin.50	8.15	0.0	Neural Network (Specific Model)	11	0.895	2333	248.40977443609023	221247	0.61	266	95	5772	None
ERR2641733_bin.51	41.77	2.09	Gradient Boost (General Model)	11	0.898	2563	244.752052545156	993651	0.61	1218	382	14787	None
ERR2641733_bin.53	52.58	0.01	Neural Network (Specific Model)	11	0.904	3091	294.6765453005927	1153425	0.49	1181	386	10680	None
ERR2641733_bin.55	38.83	0.0	Neural Network (Specific Model)	11	0.882	3008	266.07925636007826	923250	0.57	1022	320	9171	None
ERR2641733_bin.56	33.46	0.74	Neural Network (Specific Model)	11	0.9	2722	254.82395087001024	828167	0.55	977	307	7682	None
ERR2641733_bin.6	96.73	107.56	Neural Network (Specific Model)	11	0.91	5947	297.77574074074073	10580947	0.44	10800	2376	42119	None
ERR2641733_bin.60	84.4	0.46	Neural Network (Specific Model)	11	0.894	48101	352.9148717948718	3460768	0.4	2925	137	156562	None
ERR2641733_bin.61	85.62	0.03	Gradient Boost (General Model)	11	0.864	6819	291.9462431276726	1656892	0.45	1637	309	45473	None
ERR2641733_bin.62	96.93	0.07	Neural Network (Specific Model)	11	0.835	14404	323.8577565632458	2432773	0.56	2095	239	70630	None
ERR2641733_bin.64	75.56	1.06	Gradient Boost (General Model)	11	0.905	6190	287.329012345679	1540443	0.54	1620	290	32624	None
ERR2641733_bin.65	93.83	10.86	Neural Network (Specific Model)	11	0.879	30884	317.22148603880737	2285195	0.59	2113	105	108083	None
ERR2641733_bin.7	7.1	0.0	Neural Network (Specific Model)	11	0.878	16282	278.45045045045043	210587	0.4	222	29	32618	None
ERR2641733_bin.70	94.13	9.6	Gradient Boost (General Model)	11	0.887	5528	266.1062009978617	3776140	0.41	4209	861	31044	None
ERR2641733_bin.71	99.93	0.44	Neural Network (Specific Model)	11	0.868	72978	325.592628992629	2285927	0.55	2035	50	254698	None
ERR2641733_bin.72	59.36	0.0	Neural Network (Specific Model)	11	0.889	12782	308.9412484700122	850213	0.46	817	99	60493	None
ERR2641733_bin.73	13.51	0.0	Neural Network (Specific Model)	11	0.907	2562	244.04901960784315	411268	0.59	510	167	5819	None
ERR2641733_bin.74	49.03	1.75	Neural Network (Specific Model)	11	0.888	3357	261.7109375	1242739	0.6	1408	405	13176	None
ERR2641733_bin.75	86.11	2.26	Gradient Boost (General Model)	11	0.911	16464	312.5582377791189	1704033	0.61	1657	156	83487	None
ERR2641733_bin.77	8.29	0.07	Neural Network (Specific Model)	11	0.886	3339	242.404214559387	427136	0.34	522	138	10262	None
ERR2641733_bin.79	82.19	47.66	Neural Network (Specific Model)	11	0.879	5169	276.07199625993456	4024516	0.6	4278	943	24750	None
ERR2641733_bin.80	42.19	0.29	Neural Network (Specific Model)	11	0.83	14115	297.674661105318	1030515	0.51	959	103	66254	None
ERR2641733_bin.81	94.39	0.35	Neural Network (Specific Model)	11	0.873	42629	335.1988547631442	2209443	0.61	1921	83	217326	None
ERR2641733_bin.83	19.18	2.73	Neural Network (Specific Model)	11	0.855	7028	246.76397881106533	1465392	0.39	1699	292	33570	None
ERR2641733_bin.84	98.56	0.17	Gradient Boost (General Model)	11	0.91	205899	338.5090144230769	1853463	0.54	1664	12	391881	None
ERR2641733_bin.85	20.9	0.34	Neural Network (Specific Model)	11	0.895	2320	248.00802139037432	620537	0.59	748	262	7367	None
ERR2641733_bin.86	11.11	0.05	Neural Network (Specific Model)	11	0.868	15403	282.9151670951157	379424	0.4	389	48	64893	None
ERR2641733_bin.87	7.49	0.0	Neural Network (Specific Model)	11	0.875	38922	306.3787234042553	245965	0.49	235	13	76350	None
ERR2641733_bin.88	93.76	3.4	Neural Network (Specific Model)	11	0.889	57041	319.32501273560877	2112274	0.6	1963	59	154428	None
ERR2641733_bin.89	15.5	1.16	Neural Network (Specific Model)	11	0.886	2076	224.56902356902356	900786	0.34	1188	408	7676	None
ERR2641733_bin.9	4.91	0.03	Neural Network (Specific Model)	11	0.881	5651	239.67293233082708	216056	0.53	266	42	30437	None
SRR059458_bin.1	33.01	13.52	Neural Network (Specific Model)	11	0.868	5314	295.1609388097234	1215379	0.52	1193	280	18685	None
SRR059458_bin.10	46.5	0.95	Neural Network (Specific Model)	11	0.888	20734	307.2992125984252	658292	0.37	635	44	65253	None
SRR059458_bin.11	81.18	35.57	Neural Network (Specific Model)	11	0.889	6400	326.83394985614467	2680072	0.53	2433	514	29373	None
SRR059458_bin.13	86.1	1.84	Neural Network (Specific Model)	11	0.88	10972	335.4100856327307	1201021	0.43	1051	154	75817	None
SRR059458_bin.14	55.93	0.56	Neural Network (Specific Model)	11	0.876	15137	355.9884726224784	844896	0.43	694	87	33624	None
SRR059458_bin.18	99.15	0.36	Neural Network (Specific Model)	11	0.892	96733	321.10557184750735	1470774	0.39	1364	35	200238	None
SRR059458_bin.19	31.67	0.13	Neural Network (Specific Model)	11	0.956	2826	299.64219114219117	805283	0.46	858	294	9027	None
SRR059458_bin.2	42.13	0.06	Neural Network (Specific Model)	11	0.915	3023	286.24045801526717	736164	0.45	786	251	11158	None
SRR059458_bin.20	100.0	91.7	Neural Network (Specific Model)	11	0.937	42937	320.64337936636883	2519081	0.28	2462	98	123619	None
SRR059458_bin.21	46.0	0.34	Neural Network (Specific Model)	11	0.877	213112	389.4764705882353	679152	0.44	510	8	302362	None
SRR059458_bin.22	86.28	1.39	Neural Network (Specific Model)	11	0.883	8225	320.51115834218916	2046802	0.39	1882	346	31987	None
SRR059458_bin.24	84.0	0.06	Neural Network (Specific Model)	11	0.882	47533	352.0464798359535	1750512	0.35	1463	64	107961	None
SRR059458_bin.25	61.5	0.08	Neural Network (Specific Model)	11	0.863	93733	346.0948753462604	1735479	0.42	1444	46	247722	None
SRR059458_bin.26	25.08	1.32	Neural Network (Specific Model)	11	0.896	6072	325.0421686746988	541303	0.54	498	108	17048	None
SRR059458_bin.28	23.62	0.0	Neural Network (Specific Model)	11	0.871	107025	357.22049689440996	396042	0.42	322	3	194789	None
SRR059458_bin.29	81.98	0.66	Neural Network (Specific Model)	11	0.876	11227	319.1805	2181657	0.46	2000	284	43257	None
SRR059458_bin.30	85.95	1.48	Gradient Boost (General Model)	11	0.913	22648	333.6475195822454	1675612	0.53	1532	116	62301	None
SRR059458_bin.5	35.85	0.01	Neural Network (Specific Model)	11	0.868	132656	360.35983263598325	892410	0.43	717	12	249635	None
SRR059458_bin.6	13.66	0.02	Neural Network (Specific Model)	11	0.882	2665	277.11968085106383	353986	0.47	376	130	7949	None
SRR059458_bin.7	99.88	0.55	Neural Network (Specific Model)	11	0.91	41822	351.44675925925924	1998228	0.56	1728	80	139103	None
SRR059458_bin.8	69.77	2.84	Gradient Boost (General Model)	11	0.91	62536	364.4284274193548	1189988	0.43	992	34	169265	None
SRR059458_bin.9	92.37	0.05	Neural Network (Specific Model)	11	0.865	142440	370.44444444444446	1570125	0.46	1224	18	294352	None
SRR059459_bin.10	81.49	0.23	Neural Network (Specific Model)	11	0.88	37282	342.96774193548384	1845926	0.35	1581	77	96312	None
SRR059459_bin.11	48.4	0.02	Neural Network (Specific Model)	11	0.891	18682	306.2371134020619	699336	0.37	679	50	32230	None
SRR059459_bin.12	98.21	1.8	Gradient Boost (General Model)	11	0.911	29496	335.14884568651274	1811813	0.53	1646	94	78033	None
SRR059459_bin.13	64.52	0.04	Neural Network (Specific Model)	11	0.866	148248	352.50095602294454	1913807	0.42	1569	23	446525	None
SRR059459_bin.15	83.68	1.1	Neural Network (Specific Model)	11	0.879	10548	327.4251893939394	1178239	0.43	1056	166	57496	None
SRR059459_bin.18	30.06	0.0	Neural Network (Specific Model)	11	0.91	2895	268.84786324786324	517280	0.45	585	182	8475	None
SRR059459_bin.19	99.98	0.75	Neural Network (Specific Model)	11	0.909	48389	349.6998254799302	1980449	0.56	1719	60	103831	None
SRR059459_bin.2	88.04	1.6	Neural Network (Specific Model)	11	0.881	7328	318.20446096654274	2037211	0.39	1883	359	24966	None
SRR059459_bin.20	25.02	0.0	Neural Network (Specific Model)	11	0.858	100048	345.2213541666667	462881	0.41	384	11	167489	None
SRR059459_bin.21	32.12	0.02	Neural Network (Specific Model)	11	0.957	2701	298.3098125689085	846132	0.45	907	316	9877	None
SRR059459_bin.22	78.93	42.92	Neural Network (Specific Model)	11	0.89	6027	325.452743902439	2876123	0.53	2624	576	26127	None
SRR059459_bin.24	80.36	3.01	Neural Network (Specific Model)	11	0.876	10668	322.9816011934361	2220261	0.46	2011	282	43499	None
SRR059459_bin.25	23.91	0.03	Neural Network (Specific Model)	11	0.893	14516	351.1578947368421	447671	0.38	380	42	29613	None
SRR059459_bin.26	85.58	0.83	Neural Network (Specific Model)	11	0.917	4539	300.03025601241274	1263104	0.27	1289	325	19654	None
SRR059459_bin.27	21.51	0.58	Neural Network (Specific Model)	11	0.948	2149	263.6017130620985	388507	0.31	467	178	6434	None
SRR059459_bin.28	35.19	19.84	Neural Network (Specific Model)	11	0.87	4802	297.17251680358476	1370135	0.52	1339	326	18060	None
SRR059459_bin.3	23.62	0.0	Neural Network (Specific Model)	11	0.871	107025	357.22049689440996	396042	0.42	322	3	194789	None
SRR059459_bin.30	87.95	0.0	Neural Network (Specific Model)	11	0.903	84941	330.4540853217643	1514914	0.46	1383	27	314266	None
SRR059459_bin.32	20.54	0.0	Neural Network (Specific Model)	11	0.918	71465	394.7980769230769	268133	0.44	208	6	85136	None
SRR059459_bin.5	77.95	2.33	Neural Network (Specific Model)	11	0.922	4382	288.0028328611898	990667	0.32	1059	257	13540	None
SRR059459_bin.6	64.88	0.44	Gradient Boost (General Model)	11	0.908	99426	356.81094527363183	1183484	0.42	1005	32	145438	None
SRR059459_bin.7	72.99	0.02	Neural Network (Specific Model)	11	0.871	116618	373.9807135969142	1333711	0.46	1037	18	282628	None
SRR059459_bin.9	48.59	0.02	Neural Network (Specific Model)	11	0.921	10896	305.770325203252	488838	0.32	492	69	46220	None
SRR513791_bin.2	82.45	0.02	Neural Network (Specific Model)	11	0.91	87820	319.204	1314646	0.34	1250	28	154151	None
SRR8692206_bin.1	99.99	0.35	Neural Network (Specific Model)	11	0.882	401300	324.0487288135593	2078559	0.39	1888	10	832773	None
SRR8692206_bin.10	88.83	5.52	Neural Network (Specific Model)	11	0.839	7749	261.0572897539478	2536417	0.32	2723	473	30425	None
SRR8692206_bin.12	84.27	1.37	Neural Network (Specific Model)	11	0.897	35351	309.4115523465704	1716929	0.43	1662	76	136577	None
SRR8692206_bin.13	9.63	5.55	Neural Network (Specific Model)	11	0.959	287764	364.29457364341084	293338	0.6	258	3	287764	None
SRR8692206_bin.14	29.66	0.12	Neural Network (Specific Model)	11	0.847	67286	306.6949404761905	729155	0.29	672	17	140350	None
SRR8692206_bin.18	6.8	0.0	Neural Network (Specific Model)	11	0.902	213003	282.28819444444446	269601	0.5	288	3	213003	None
SRR8692206_bin.19	100.0	0.36	Neural Network (Specific Model)	11	0.907	115804	310.3998988877654	2029078	0.39	1978	26	261023	None
SRR8692206_bin.2	25.14	0.0	Neural Network (Specific Model)	11	0.896	272822	326.0588730025231	1296261	0.51	1189	10	406964	None
SRR8692206_bin.21	73.4	1.14	Neural Network (Specific Model)	11	0.833	36699	301.5602265951103	3639164	0.28	3354	182	165982	None
SRR8692206_bin.22	99.62	0.14	Neural Network (Specific Model)	11	0.899	58227	303.2552753474009	1962636	0.35	1943	44	173646	None
SRR8692206_bin.24	24.88	0.01	Neural Network (Specific Model)	11	0.884	126486	288.97222222222223	387620	0.4	396	7	127241	None
